 Date,CL1 Close,CL1 Adj. Close
5/1/2017,48.84,48.84
4/30/2017,49.21,49.21
4/28/2017,49.33,49.33
4/27/2017,48.97,48.97
4/26/2017,49.62,49.62
4/25/2017,49.56,49.56
4/24/2017,49.23,49.23
4/21/2017,49.62,49.62
4/20/2017,50.27,50.27
4/19/2017,50.44,50.44
4/18/2017,52.41,52.41
4/17/2017,52.65,52.65
4/16/2017,52.96,52.96
4/14/2017,53.19,53.19
4/13/2017,53.18,53.18
4/12/2017,53.11,53.11
4/11/2017,53.4,53.4
4/10/2017,53.08,53.08
4/7/2017,52.24,52.24
4/6/2017,51.7,51.7
4/5/2017,51.15,51.15
4/4/2017,51.03,51.03
4/3/2017,50.24,50.24
4/2/2017,50.6,50.6
3/31/2017,50.6,50.6
3/30/2017,50.35,50.35
3/29/2017,49.51,49.51
3/28/2017,48.37,48.37
3/27/2017,47.73,47.73
3/26/2017,48.14,48.14
3/24/2017,47.97,47.97
3/23/2017,47.7,47.7
3/22/2017,48.04,48.04
3/21/2017,47.34,47.34
3/20/2017,48.22,48.22
3/19/2017,48.63,48.63
3/17/2017,48.78,48.78
3/16/2017,48.75,48.75
3/15/2017,48.86,48.86
3/14/2017,47.72,47.72
3/13/2017,48.4,48.4
3/10/2017,48.49,48.49
3/9/2017,49.28,49.28
3/8/2017,50.28,50.28
3/7/2017,53.14,53.14
3/6/2017,53.2,53.2
3/5/2017,53.24,53.24
3/3/2017,53.33,53.33
3/2/2017,52.61,52.61
3/1/2017,53.83,53.83
2/28/2017,54.01,54.01
2/27/2017,54.05,54.05
2/26/2017,53.99,53.99
2/24/2017,53.99,53.99
2/23/2017,54.45,54.45
2/22/2017,53.59,53.59
2/21/2017,54.06,54.06
2/20/2017,56.18,56.18
2/19/2017,53.43,53.43
2/17/2017,53.4,53.4
2/16/2017,53.36,53.36
2/15/2017,53.11,53.11
2/14/2017,53.2,53.2
2/13/2017,52.93,52.93
2/12/2017,53.83,53.83
2/10/2017,53.86,53.86
2/9/2017,53,53
2/8/2017,52.34,52.34
2/7/2017,52.17,52.17
2/6/2017,53.01,53.01
2/5/2017,53.85,53.85
2/3/2017,53.83,53.83
2/2/2017,53.54,53.54
2/1/2017,53.88,53.88
1/31/2017,52.81,52.81
1/30/2017,52.63,52.63
1/29/2017,52.95,52.95
1/27/2017,53.17,53.17
1/26/2017,53.78,53.78
1/25/2017,52.75,52.75
1/24/2017,53.18,53.18
1/23/2017,52.75,52.75
1/22/2017,53.31,53.31
1/20/2017,52.42,52.42
1/19/2017,51.37,51.37
1/18/2017,51.08,51.08
1/17/2017,52.48,52.48
1/16/2017,55.86,55.86
1/15/2017,52.45,52.45
1/13/2017,52.37,52.37
1/12/2017,53.01,53.01
1/11/2017,52.25,52.25
1/10/2017,50.82,50.82
1/9/2017,51.96,51.96
1/8/2017,53.79,53.79
1/6/2017,53.99,53.99
1/5/2017,53.76,53.76
1/4/2017,53.26,53.26
1/3/2017,52.33,52.33
1/2/2017,54.02,54.02
12/30/2016,53.72,53.72
12/29/2016,53.77,53.77
12/28/2016,54.06,54.06
12/27/2016,53.9,53.9
12/26/2016,53.17,53.17
12/23/2016,53.02,53.02
12/22/2016,52.95,52.95
12/21/2016,52.49,52.49
12/20/2016,52.23,52.23
12/19/2016,52.12,52.12
12/16/2016,51.9,51.9
12/15/2016,50.9,50.9
12/14/2016,51.04,51.04
12/13/2016,52.98,52.98
12/12/2016,52.83,52.83
12/9/2016,51.5,51.5
12/8/2016,50.84,50.84
12/7/2016,49.77,49.77
12/6/2016,50.93,50.93
12/5/2016,51.79,51.79
12/2/2016,51.68,51.68
12/1/2016,51.06,51.06
11/30/2016,49.44,49.44
11/29/2016,45.23,45.23
11/28/2016,47.08,47.08
11/25/2016,46.06,46.06
11/24/2016,47.97,47.97
11/23/2016,47.96,47.96
11/22/2016,48.03,48.03
11/21/2016,47.49,47.49
11/18/2016,45.69,45.69
11/17/2016,45.42,45.42
11/16/2016,45.57,45.57
11/15/2016,45.81,45.81
11/14/2016,43.32,43.32
11/11/2016,43.41,43.41
11/10/2016,44.66,44.66
11/9/2016,45.27,45.27
11/8/2016,44.98,44.98
11/7/2016,44.89,44.89
11/4/2016,44.07,44.07
11/3/2016,44.66,44.66
11/2/2016,45.34,45.34
11/1/2016,46.67,46.67
10/31/2016,46.86,46.86
10/28/2016,48.7,48.7
10/27/2016,49.72,49.72
10/26/2016,49.18,49.18
10/25/2016,49.96,49.96
10/24/2016,50.52,50.52
10/21/2016,50.85,50.85
10/20/2016,50.43,50.43
10/19/2016,51.6,51.6
10/18/2016,50.29,50.29
10/17/2016,49.94,49.94
10/14/2016,50.35,50.35
10/13/2016,50.44,50.44
10/12/2016,50.18,50.18
10/11/2016,50.79,50.79
10/10/2016,51.35,51.35
10/7/2016,49.81,49.81
10/6/2016,50.44,50.44
10/5/2016,49.83,49.83
10/4/2016,48.69,48.69
10/3/2016,48.81,48.81
9/30/2016,48.24,48.24
9/29/2016,47.83,47.83
9/28/2016,47.05,47.05
9/27/2016,44.67,44.67
9/26/2016,45.93,45.93
9/23/2016,44.48,44.48
9/22/2016,46.32,46.32
9/21/2016,45.34,45.34
9/20/2016,43.44,43.44
9/19/2016,43.3,43.3
9/16/2016,43.03,43.03
9/15/2016,43.91,43.91
9/14/2016,43.58,43.58
9/13/2016,44.9,44.9
9/12/2016,46.29,46.29
9/9/2016,45.88,45.88
9/8/2016,47.62,47.62
9/7/2016,45.5,45.5
9/6/2016,44.83,44.83
9/5/2016,45.64,45.64
9/2/2016,44.44,44.44
9/1/2016,43.16,43.16
8/31/2016,44.7,44.7
8/30/2016,46.35,46.35
8/29/2016,46.98,46.98
8/26/2016,47.64,47.64
8/25/2016,47.33,47.33
8/24/2016,46.77,46.77
8/23/2016,48.1,48.1
8/22/2016,47.05,47.05
8/19/2016,48.52,48.52
8/18/2016,48.22,48.22
8/17/2016,46.79,46.79
8/16/2016,46.58,46.58
8/15/2016,45.74,45.74
8/12/2016,44.49,44.49
8/11/2016,43.49,43.49
8/10/2016,41.71,41.71
8/9/2016,42.77,42.77
8/8/2016,43.02,43.02
8/5/2016,41.8,41.8
8/4/2016,41.93,41.93
8/3/2016,40.83,40.83
8/2/2016,39.51,39.51
8/1/2016,40.06,40.06
7/29/2016,41.6,41.6
7/28/2016,41.14,41.14
7/27/2016,41.92,41.92
7/26/2016,42.92,42.92
7/25/2016,43.13,43.13
7/22/2016,44.19,44.19
7/21/2016,44.75,44.75
7/20/2016,44.94,44.94
7/19/2016,44.65,44.65
7/18/2016,45.24,45.24
7/15/2016,45.95,45.95
7/14/2016,45.68,45.68
7/13/2016,44.75,44.75
7/12/2016,46.8,46.8
7/11/2016,44.76,44.76
7/8/2016,45.41,45.41
7/7/2016,45.14,45.14
7/6/2016,47.43,47.43
7/5/2016,46.6,46.6
7/4/2016,48.64,48.64
7/1/2016,48.99,48.99
6/30/2016,48.33,48.33
6/29/2016,49.88,49.88
6/28/2016,47.85,47.85
6/27/2016,46.33,46.33
6/24/2016,47.64,47.64
6/23/2016,50.11,50.11
6/22/2016,49.13,49.13
6/21/2016,48.85,48.85
6/20/2016,49.37,49.37
6/17/2016,47.98,47.98
6/16/2016,46.21,46.21
6/15/2016,48.01,48.01
6/14/2016,48.49,48.49
6/13/2016,48.88,48.88
6/10/2016,49.07,49.07
6/9/2016,50.56,50.56
6/8/2016,51.23,51.23
6/7/2016,50.36,50.36
6/6/2016,49.69,49.69
6/3/2016,48.62,48.62
6/2/2016,49.17,49.17
6/1/2016,49.01,49.01
5/31/2016,49.1,49.1
5/27/2016,49.33,49.33
5/26/2016,49.48,49.48
5/25/2016,49.56,49.56
5/24/2016,48.62,48.62
5/23/2016,48.08,48.08
5/20/2016,47.75,47.75
5/19/2016,48.16,48.16
5/18/2016,48.19,48.19
5/17/2016,48.31,48.31
5/16/2016,47.72,47.72
5/13/2016,46.21,46.21
5/12/2016,46.7,46.7
5/11/2016,46.23,46.23
5/10/2016,44.66,44.66
5/9/2016,43.44,43.44
5/6/2016,44.66,44.66
5/5/2016,44.32,44.32
5/4/2016,43.78,43.78
5/3/2016,43.65,43.65
5/2/2016,44.78,44.78
4/29/2016,45.92,45.92
4/28/2016,46.03,46.03
4/27/2016,45.33,45.33
4/26/2016,44.04,44.04
4/25/2016,42.64,42.64
4/22/2016,43.73,43.73
4/21/2016,43.18,43.18
4/20/2016,42.63,42.63
4/19/2016,41.08,41.08
4/18/2016,39.78,39.78
4/15/2016,40.36,40.36
4/14/2016,41.5,41.5
4/13/2016,41.76,41.76
4/12/2016,42.17,42.17
4/11/2016,40.36,40.36
4/8/2016,39.72,39.72
4/7/2016,37.26,37.26
4/6/2016,37.75,37.75
4/5/2016,35.89,35.89
4/4/2016,35.7,35.7
4/1/2016,36.79,36.79
3/31/2016,38.34,38.34
3/30/2016,38.32,38.32
3/29/2016,38.28,38.28
3/28/2016,39.39,39.39
3/24/2016,39.46,39.46
3/23/2016,39.79,39.79
3/22/2016,41.45,41.45
3/21/2016,39.91,39.91
3/18/2016,39.44,39.44
3/17/2016,40.2,40.2
3/16/2016,38.46,38.46
3/15/2016,36.34,36.34
3/14/2016,37.18,37.18
3/11/2016,38.5,38.5
3/10/2016,37.84,37.84
3/9/2016,38.29,38.29
3/8/2016,36.5,36.5
3/7/2016,37.9,37.9
3/4/2016,35.92,35.92
3/3/2016,34.57,34.57
3/2/2016,34.66,34.66
3/1/2016,34.4,34.4
2/29/2016,33.75,33.75
2/26/2016,32.78,32.78
2/25/2016,33.07,33.07
2/24/2016,32.15,32.15
2/23/2016,31.87,31.87
2/22/2016,31.48,31.48
2/19/2016,29.64,29.64
2/18/2016,30.77,30.77
2/17/2016,30.66,30.66
2/16/2016,29.04,29.04
2/15/2016,29.88,29.88
2/12/2016,29.44,29.44
2/11/2016,26.21,26.21
2/10/2016,27.45,27.45
2/9/2016,27.94,27.94
2/8/2016,29.69,29.69
2/5/2016,30.89,30.89
2/4/2016,31.72,31.72
2/3/2016,32.28,32.28
2/2/2016,29.88,29.88
2/1/2016,31.62,31.62
1/29/2016,33.62,33.62
1/28/2016,33.22,33.22
1/27/2016,32.3,32.3
1/26/2016,31.45,31.45
1/25/2016,30.34,30.34
1/22/2016,32.19,32.19
1/21/2016,29.53,29.53
1/20/2016,26.55,26.55
1/19/2016,28.46,28.46
1/18/2016,30.05,30.05
1/15/2016,29.42,29.42
1/14/2016,31.2,31.2
1/13/2016,30.48,30.48
1/12/2016,30.44,30.44
1/11/2016,31.41,31.41
1/8/2016,33.16,33.16
1/7/2016,33.27,33.27
1/6/2016,33.97,33.97
1/5/2016,35.97,35.97
1/4/2016,36.76,36.76
1/1/2016,37.07,37.07
12/31/2015,37.04,37.04
12/30/2015,36.6,36.6
12/29/2015,37.87,37.87
12/28/2015,36.81,36.81
12/24/2015,38.1,38.1
12/23/2015,37.5,37.5
12/22/2015,36.14,36.14
12/21/2015,34.74,34.74
12/18/2015,34.73,34.73
12/17/2015,34.95,34.95
12/16/2015,35.52,35.52
12/15/2015,37.35,37.35
12/14/2015,36.31,36.31
12/11/2015,35.62,35.62
12/10/2015,36.76,36.76
12/9/2015,37.16,37.16
12/8/2015,37.51,37.51
12/7/2015,37.65,37.65
12/4/2015,39.97,39.97
12/3/2015,41.08,41.08
12/2/2015,39.94,39.94
12/1/2015,41.85,41.85
11/30/2015,41.65,41.65
11/27/2015,41.71,41.71
11/25/2015,43.04,43.04
11/24/2015,42.87,42.87
11/23/2015,41.75,41.75
11/20/2015,40.39,40.39
11/19/2015,40.54,40.54
11/18/2015,40.75,40.75
11/17/2015,40.67,40.67
11/16/2015,41.74,41.74
11/13/2015,40.74,40.74
11/12/2015,41.75,41.75
11/11/2015,42.93,42.93
11/10/2015,44.21,44.21
11/9/2015,43.87,43.87
11/6/2015,44.29,44.29
11/5/2015,45.2,45.2
11/4/2015,46.32,46.32
11/3/2015,47.9,47.9
11/2/2015,46.14,46.14
10/30/2015,46.59,46.59
10/29/2015,46.06,46.06
10/28/2015,45.94,45.94
10/27/2015,43.2,43.2
10/26/2015,43.98,43.98
10/23/2015,44.6,44.6
10/22/2015,45.38,45.38
10/21/2015,45.2,45.2
10/20/2015,45.55,45.55
10/19/2015,45.89,45.89
10/16/2015,47.26,47.26
10/15/2015,46.38,46.38
10/14/2015,46.64,46.64
10/13/2015,46.66,46.66
10/12/2015,47.1,47.1
10/9/2015,49.63,49.63
10/8/2015,49.43,49.43
10/7/2015,47.81,47.81
10/6/2015,48.53,48.53
10/5/2015,46.26,46.26
10/2/2015,45.54,45.54
10/1/2015,44.74,44.74
9/30/2015,45.09,45.09
9/29/2015,45.23,45.23
9/28/2015,44.43,44.43
9/25/2015,45.7,45.7
9/24/2015,44.91,44.91
9/23/2015,44.48,44.48
9/22/2015,45.83,45.83
9/21/2015,46.68,46.68
9/18/2015,44.68,44.68
9/17/2015,46.9,46.9
9/16/2015,47.15,47.15
9/15/2015,44.59,44.59
9/14/2015,44,44
9/11/2015,44.63,44.63
9/10/2015,45.92,45.92
9/9/2015,44.15,44.15
9/8/2015,45.94,45.94
9/4/2015,46.05,46.05
9/3/2015,46.75,46.75
9/2/2015,46.25,46.25
9/1/2015,45.41,45.41
8/31/2015,49.2,49.2
8/28/2015,45.22,45.22
8/27/2015,42.56,42.56
8/26/2015,38.6,38.6
8/25/2015,39.31,39.31
8/24/2015,38.24,38.24
8/21/2015,40.45,40.45
8/20/2015,41.14,41.14
8/19/2015,40.8,40.8
8/18/2015,42.62,42.62
8/17/2015,41.87,41.87
8/14/2015,42.5,42.5
8/13/2015,42.23,42.23
8/12/2015,43.3,43.3
8/11/2015,43.08,43.08
8/10/2015,44.96,44.96
8/7/2015,43.87,43.87
8/6/2015,44.66,44.66
8/5/2015,45.15,45.15
8/4/2015,45.74,45.74
8/3/2015,45.17,45.17
7/31/2015,47.12,47.12
7/30/2015,48.52,48.52
7/29/2015,48.79,48.79
7/28/2015,47.98,47.98
7/27/2015,47.39,47.39
7/24/2015,48.14,48.14
7/23/2015,48.45,48.45
7/22/2015,49.19,49.19
7/21/2015,50.36,50.36
7/20/2015,50.15,50.15
7/17/2015,50.89,50.89
7/16/2015,50.91,50.91
7/15/2015,51.41,51.41
7/14/2015,53.04,53.04
7/13/2015,52.2,52.2
7/10/2015,52.74,52.74
7/9/2015,52.78,52.78
7/8/2015,51.65,51.65
7/7/2015,52.33,52.33
7/6/2015,52.53,52.53
7/2/2015,56.93,56.93
7/1/2015,56.96,56.96
6/30/2015,59.47,59.47
6/29/2015,58.33,58.33
6/26/2015,59.63,59.63
6/25/2015,59.7,59.7
6/24/2015,60.27,60.27
6/23/2015,61.01,61.01
6/22/2015,59.68,59.68
6/19/2015,59.61,59.61
6/18/2015,60.45,60.45
6/17/2015,59.92,59.92
6/16/2015,59.97,59.97
6/15/2015,59.52,59.52
6/12/2015,59.96,59.96
6/11/2015,60.77,60.77
6/10/2015,61.43,61.43
6/9/2015,60.14,60.14
6/8/2015,58.14,58.14
6/5/2015,59.13,59.13
6/4/2015,58,58
6/3/2015,59.64,59.64
6/2/2015,61.26,61.26
6/1/2015,60.2,60.2
5/29/2015,60.3,60.3
5/28/2015,57.68,57.68
5/27/2015,57.51,57.51
5/26/2015,58.03,58.03
5/22/2015,59.72,59.72
5/21/2015,60.72,60.72
5/20/2015,58.98,58.98
5/19/2015,57.26,57.26
5/18/2015,59.43,59.43
5/15/2015,59.69,59.69
5/14/2015,59.88,59.88
5/13/2015,60.5,60.5
5/12/2015,60.75,60.75
5/11/2015,59.25,59.25
5/8/2015,59.39,59.39
5/7/2015,58.94,58.94
5/6/2015,60.93,60.93
5/5/2015,60.4,60.4
5/4/2015,58.93,58.93
5/1/2015,59.15,59.15
4/30/2015,59.63,59.63
4/29/2015,58.58,58.58
4/28/2015,57.06,57.06
4/27/2015,56.99,56.99
4/24/2015,57.15,57.15
4/23/2015,57.74,57.74
4/22/2015,56.16,56.16
4/21/2015,55.26,55.26
4/20/2015,56.38,56.38
4/17/2015,55.74,55.74
4/16/2015,56.71,56.71
4/15/2015,56.39,56.39
4/14/2015,53.29,53.29
4/13/2015,51.91,51.91
4/10/2015,51.64,51.64
4/9/2015,50.79,50.79
4/8/2015,50.42,50.42
4/7/2015,53.98,53.98
4/6/2015,52.14,52.14
4/2/2015,49.14,49.14
4/1/2015,50.09,50.09
3/31/2015,47.6,47.6
3/30/2015,48.68,48.68
3/27/2015,48.87,48.87
3/26/2015,51.43,51.43
3/25/2015,49.21,49.21
3/24/2015,47.51,47.51
3/23/2015,47.45,47.45
3/20/2015,45.72,45.72
3/19/2015,43.96,43.96
3/18/2015,44.66,44.66
3/17/2015,43.46,43.46
3/16/2015,43.88,43.88
3/13/2015,44.84,44.84
3/12/2015,47.05,47.05
3/11/2015,48.17,48.17
3/10/2015,48.29,48.29
3/9/2015,50,50
3/6/2015,49.61,49.61
3/5/2015,50.76,50.76
3/4/2015,51.53,51.53
3/3/2015,50.52,50.52
3/2/2015,49.59,49.59
2/27/2015,49.76,49.76
2/26/2015,48.17,48.17
2/25/2015,50.99,50.99
2/24/2015,49.28,49.28
2/23/2015,49.45,49.45
2/20/2015,50.34,50.34
2/19/2015,51.16,51.16
2/18/2015,52.14,52.14
2/17/2015,53.53,53.53
2/13/2015,52.78,52.78
2/12/2015,51.21,51.21
2/11/2015,48.84,48.84
2/10/2015,50.02,50.02
2/9/2015,52.86,52.86
2/6/2015,51.69,51.69
2/5/2015,50.48,50.48
2/4/2015,48.45,48.45
2/3/2015,53.05,53.05
2/2/2015,49.57,49.57
1/30/2015,48.24,48.24
1/29/2015,44.53,44.53
1/28/2015,44.45,44.45
1/27/2015,46.23,46.23
1/26/2015,45.15,45.15
1/23/2015,45.59,45.59
1/22/2015,46.31,46.31
1/21/2015,47.78,47.78
1/20/2015,46.39,46.39
1/16/2015,48.69,48.69
1/15/2015,46.25,46.25
1/14/2015,48.48,48.48
1/13/2015,45.89,45.89
1/12/2015,46.07,46.07
1/9/2015,48.36,48.36
1/8/2015,48.79,48.79
1/7/2015,48.65,48.65
1/6/2015,47.93,47.93
1/5/2015,50.04,50.04
1/2/2015,52.69,52.69
12/31/2014,53.27,53.27
12/30/2014,54.12,54.12
12/29/2014,53.61,53.61
12/26/2014,54.73,54.73
12/24/2014,55.84,55.84
12/23/2014,57.12,57.12
12/22/2014,55.26,55.26
12/19/2014,56.52,56.52
12/18/2014,54.11,54.11
12/17/2014,56.47,56.47
12/16/2014,55.93,55.93
12/15/2014,55.91,55.91
12/12/2014,57.81,57.81
12/11/2014,59.95,59.95
12/10/2014,60.94,60.94
12/9/2014,63.82,63.82
12/8/2014,63.05,63.05
12/5/2014,65.84,65.84
12/4/2014,66.81,66.81
12/3/2014,67.38,67.38
12/2/2014,66.88,66.88
12/1/2014,69,69
11/28/2014,66.15,66.15
11/26/2014,73.69,73.69
11/25/2014,74.09,74.09
11/24/2014,75.78,75.78
11/21/2014,76.51,76.51
11/20/2014,75.58,75.58
11/19/2014,74.58,74.58
11/18/2014,74.61,74.61
11/17/2014,75.64,75.64
11/14/2014,75.82,75.82
11/13/2014,74.21,74.21
11/12/2014,77.18,77.18
11/11/2014,77.94,77.94
11/10/2014,77.4,77.4
11/7/2014,78.65,78.65
11/6/2014,77.91,77.91
11/5/2014,78.68,78.68
11/4/2014,77.19,77.19
11/3/2014,78.78,78.78
10/31/2014,80.54,80.54
10/30/2014,81.12,81.12
10/29/2014,82.2,82.2
10/28/2014,81.42,81.42
10/27/2014,81,81
10/24/2014,81.01,81.01
10/23/2014,82.09,82.09
10/22/2014,80.52,80.52
10/21/2014,82.81,82.81
10/20/2014,82.71,82.71
10/17/2014,82.75,82.75
10/16/2014,82.7,82.7
10/15/2014,81.78,81.78
10/14/2014,81.84,81.84
10/13/2014,85.74,85.74
10/10/2014,85.82,85.82
10/9/2014,85.77,85.77
10/8/2014,87.31,87.31
10/7/2014,88.85,88.85
10/6/2014,90.34,90.34
10/3/2014,89.74,89.74
10/2/2014,91.01,91.01
10/1/2014,90.73,90.73
9/30/2014,91.16,91.16
9/29/2014,94.57,94.57
9/26/2014,93.54,93.54
9/25/2014,92.53,92.53
9/24/2014,92.8,92.8
9/23/2014,91.56,91.56
9/22/2014,91.52,91.52
9/19/2014,92.41,92.41
9/18/2014,93.07,93.07
9/17/2014,94.42,94.42
9/16/2014,94.88,94.88
9/15/2014,92.92,92.92
9/12/2014,92.27,92.27
9/11/2014,92.83,92.83
9/10/2014,91.67,91.67
9/9/2014,92.75,92.75
9/8/2014,92.66,92.66
9/5/2014,93.29,93.29
9/4/2014,94.45,94.45
9/3/2014,95.54,95.54
9/2/2014,92.88,92.88
8/29/2014,95.96,95.96
8/28/2014,94.55,94.55
8/27/2014,93.88,93.88
8/26/2014,93.86,93.86
8/25/2014,93.35,93.35
8/22/2014,93.65,93.65
8/21/2014,93.96,93.96
8/20/2014,96.07,96.07
8/19/2014,94.48,94.48
8/18/2014,96.41,96.41
8/15/2014,97.35,97.35
8/14/2014,95.58,95.58
8/13/2014,97.59,97.59
8/12/2014,97.37,97.37
8/11/2014,98.08,98.08
8/8/2014,97.65,97.65
8/7/2014,97.34,97.34
8/6/2014,96.92,96.92
8/5/2014,97.38,97.38
8/4/2014,98.29,98.29
8/1/2014,97.88,97.88
7/31/2014,98.17,98.17
7/30/2014,100.27,100.27
7/29/2014,100.97,100.97
7/28/2014,101.67,101.67
7/25/2014,102.09,102.09
7/24/2014,102.07,102.07
7/23/2014,103.12,103.12
7/22/2014,104.42,104.42
7/21/2014,104.59,104.59
7/18/2014,103.13,103.13
7/17/2014,103.19,103.19
7/16/2014,101.2,101.2
7/15/2014,99.96,99.96
7/14/2014,100.91,100.91
7/11/2014,100.83,100.83
7/10/2014,102.93,102.93
7/9/2014,102.29,102.29
7/8/2014,103.4,103.4
7/7/2014,103.53,103.53
7/3/2014,104.06,104.06
7/2/2014,104.48,104.48
7/1/2014,105.34,105.34
6/30/2014,105.37,105.37
6/27/2014,105.74,105.74
6/26/2014,105.84,105.84
6/25/2014,106.5,106.5
6/24/2014,106.03,106.03
6/23/2014,106.17,106.17
6/20/2014,107.26,107.26
6/19/2014,106.43,106.43
6/18/2014,105.97,105.97
6/17/2014,106.36,106.36
6/16/2014,106.9,106.9
6/13/2014,106.91,106.91
6/12/2014,106.53,106.53
6/11/2014,104.4,104.4
6/10/2014,104.35,104.35
6/9/2014,104.41,104.41
6/6/2014,102.66,102.66
6/5/2014,102.48,102.48
6/4/2014,102.64,102.64
6/3/2014,102.66,102.66
6/2/2014,102.47,102.47
5/30/2014,102.71,102.71
5/29/2014,103.58,103.58
5/28/2014,102.72,102.72
5/27/2014,104.11,104.11
5/23/2014,104.35,104.35
5/22/2014,103.74,103.74
5/21/2014,104.07,104.07
5/20/2014,102.44,102.44
5/19/2014,102.61,102.61
5/16/2014,102.02,102.02
5/15/2014,101.5,101.5
5/14/2014,102.37,102.37
5/13/2014,101.7,101.7
5/12/2014,100.59,100.59
5/9/2014,99.99,99.99
5/8/2014,100.26,100.26
5/7/2014,100.77,100.77
5/6/2014,99.5,99.5
5/5/2014,99.48,99.48
5/2/2014,99.76,99.76
5/1/2014,99.42,99.42
4/30/2014,99.74,99.74
4/29/2014,101.28,101.28
4/28/2014,100.84,100.84
4/25/2014,100.6,100.6
4/24/2014,101.94,101.94
4/23/2014,101.44,101.44
4/22/2014,102.13,102.13
4/21/2014,104.37,104.37
4/17/2014,104.3,104.3
4/16/2014,103.76,103.76
4/15/2014,103.75,103.75
4/14/2014,104.05,104.05
4/11/2014,103.74,103.74
4/10/2014,103.4,103.4
4/9/2014,103.6,103.6
4/8/2014,102.56,102.56
4/7/2014,100.44,100.44
4/4/2014,101.14,101.14
4/3/2014,100.29,100.29
4/2/2014,99.62,99.62
4/1/2014,99.74,99.74
3/31/2014,101.58,101.58
3/28/2014,101.67,101.67
3/27/2014,101.28,101.28
3/26/2014,100.26,100.26
3/25/2014,99.19,99.19
3/24/2014,99.6,99.6
3/21/2014,99.46,99.46
3/20/2014,99.43,99.43
3/19/2014,100.37,100.37
3/18/2014,99.7,99.7
3/17/2014,98.08,98.08
3/14/2014,98.89,98.89
3/13/2014,98.2,98.2
3/12/2014,97.99,97.99
3/11/2014,100.03,100.03
3/10/2014,101.12,101.12
3/7/2014,102.58,102.58
3/6/2014,101.56,101.56
3/5/2014,101.45,101.45
3/4/2014,103.33,103.33
3/3/2014,104.92,104.92
2/28/2014,102.59,102.59
2/27/2014,102.4,102.4
2/26/2014,102.59,102.59
2/25/2014,101.83,101.83
2/24/2014,102.82,102.82
2/21/2014,102.2,102.2
2/20/2014,102.92,102.92
2/19/2014,103.31,103.31
2/18/2014,102.43,102.43
2/14/2014,100.3,100.3
2/13/2014,100.35,100.35
2/12/2014,100.37,100.37
2/11/2014,99.94,99.94
2/10/2014,100.06,100.06
2/7/2014,99.88,99.88
2/6/2014,97.84,97.84
2/5/2014,97.38,97.38
2/4/2014,97.19,97.19
2/3/2014,96.43,96.43
1/31/2014,97.49,97.49
1/30/2014,98.23,98.23
1/29/2014,97.36,97.36
1/28/2014,97.41,97.41
1/27/2014,95.72,95.72
1/24/2014,96.64,96.64
1/23/2014,97.32,97.32
1/22/2014,96.73,96.73
1/21/2014,94.99,94.99
1/17/2014,94.37,94.37
1/16/2014,93.96,93.96
1/15/2014,94.17,94.17
1/14/2014,92.59,92.59
1/13/2014,91.8,91.8
1/10/2014,92.72,92.72
1/9/2014,91.66,91.66
1/8/2014,92.33,92.33
1/7/2014,93.67,93.67
1/6/2014,93.43,93.43
1/3/2014,93.96,93.96
1/2/2014,95.44,95.44
12/31/2013,98.42,98.42
12/30/2013,99.29,99.29
12/27/2013,100.32,100.32
12/26/2013,99.55,99.55
12/24/2013,99.22,99.22
12/23/2013,98.91,98.91
12/20/2013,99.32,99.32
12/19/2013,98.77,98.77
12/18/2013,97.8,97.8
12/17/2013,97.22,97.22
12/16/2013,97.48,97.48
12/13/2013,96.6,96.6
12/12/2013,97.5,97.5
12/11/2013,97.44,97.44
12/10/2013,98.51,98.51
12/9/2013,97.34,97.34
12/6/2013,97.65,97.65
12/5/2013,97.38,97.38
12/4/2013,97.2,97.2
12/3/2013,96.04,96.04
12/2/2013,93.82,93.82
11/29/2013,92.72,92.72
11/27/2013,92.3,92.3
11/26/2013,93.68,93.68
11/25/2013,94.09,94.09
11/22/2013,94.84,94.84
11/21/2013,95.44,95.44
11/20/2013,93.33,93.33
11/19/2013,93.34,93.34
11/18/2013,93.03,93.03
11/15/2013,93.84,93.84
11/14/2013,93.76,93.76
11/13/2013,93.88,93.88
11/12/2013,93.04,93.04
11/11/2013,95.14,95.14
11/8/2013,94.6,94.6
11/7/2013,94.2,94.2
11/6/2013,94.8,94.8
11/5/2013,93.37,93.37
11/4/2013,94.62,94.62
11/1/2013,94.61,94.61
10/31/2013,96.38,96.38
10/30/2013,96.77,96.77
10/29/2013,98.2,98.2
10/28/2013,98.68,98.68
10/25/2013,97.85,97.85
10/24/2013,97.11,97.11
10/23/2013,96.86,96.86
10/22/2013,97.8,97.8
10/21/2013,99.22,99.22
10/18/2013,100.81,100.81
10/17/2013,100.67,100.67
10/16/2013,102.29,102.29
10/15/2013,101.21,101.21
10/14/2013,102.41,102.41
10/11/2013,102.02,102.02
10/10/2013,103.01,103.01
10/9/2013,101.61,101.61
10/8/2013,103.49,103.49
10/7/2013,103.03,103.03
10/4/2013,103.84,103.84
10/3/2013,103.31,103.31
10/2/2013,104.1,104.1
10/1/2013,102.04,102.04
9/30/2013,102.33,102.33
9/27/2013,102.87,102.87
9/26/2013,103.03,103.03
9/25/2013,102.66,102.66
9/24/2013,103.13,103.13
9/23/2013,103.59,103.59
