date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes,month_year
2008-07-01,21.59,0.07,0.325,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,07-2008
2008-08-01,21.7,0.11,0.509,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,08-2008
2008-09-01,21.72,0.02,0.092,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,09-2008
2008-10-01,21.76,0.04,0.184,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,10-2008
2008-11-01,21.88,0.12,0.551,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,11-2008
2008-12-01,21.94,0.06,0.274,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,12-2008
2009-01-01,21.97,0.03,0.137,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,01-2009
2009-02-01,21.99,0.02,0.091,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,02-2009
2009-03-01,22.06,0.07,0.318,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,03-2009
2009-04-01,22.09,0.03,0.136,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,04-2009
