date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,month_year
2017-09-01,638.0,78.0,13.929,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,09-2017
2017-10-01,627.0,-11.0,-1.724,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,10-2017
2017-11-01,712.0,85.0,13.557,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,11-2017
2017-12-01,657.0,-55.0,-7.725,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,12-2017
2018-01-01,622.0,-35.0,-5.327,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,01-2018
2018-02-01,637.0,15.0,2.412,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,02-2018
2018-03-01,662.0,25.0,3.925,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,03-2018
2018-04-01,637.0,-25.0,-3.776,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,04-2018
2018-05-01,657.0,20.0,3.14,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,05-2018
2018-06-01,613.0,-44.0,-6.697,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,06-2018
2018-07-01,617.0,4.0,0.653,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,07-2018
2018-08-01,598.0,-19.0,-3.079,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,08-2018
2018-09-01,596.0,-2.0,-0.334,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,09-2018
2018-10-01,552.0,-44.0,-7.383,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,10-2018
2018-11-01,614.0,62.0,11.232,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,11-2018
2018-12-01,564.0,-50.0,-8.143,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,12-2018
2019-01-01,637.0,73.0,12.943,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,01-2019
2019-02-01,665.0,28.0,4.396,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,02-2019
2019-03-01,700.0,35.0,5.263,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,03-2019
2019-04-01,664.0,-36.0,-5.143,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,04-2019
2019-05-01,600.0,-64.0,-9.639,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,05-2019
2019-06-01,726.0,126.0,21.0,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,06-2019
2019-07-01,661.0,-65.0,-8.953,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,07-2019
2019-08-01,706.0,45.0,6.808,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,08-2019
2019-09-01,726.0,20.0,2.833,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,09-2019
2019-10-01,706.0,-20.0,-2.755,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,10-2019
2019-11-01,696.0,-10.0,-1.416,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,11-2019
2019-12-01,731.0,35.0,5.029,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,12-2019
2020-01-01,774.0,43.0,5.882,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,01-2020
2020-02-01,717.0,-57.0,-7.364,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,02-2020
2020-03-01,619.0,-98.0,-13.668,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,03-2020
2020-04-01,623.0,4.0,0.646,HSN1F,2020-06-18,2020-06-18,New One Family Houses Sold: United States,1963-01-01,2020-04-01,Monthly,M,Thousands,Thous.,Seasonally Adjusted Annual Rate,SAAR,2020-05-26 09:02:01-05,64,04-2020
