date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,month_year
2016-07-01,215821.0,8376.0,4.038,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,07-2016
2016-08-01,218632.0,2811.0,1.302,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,08-2016
2016-09-01,216575.0,-2057.0,-0.941,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,09-2016
2016-10-01,229282.0,12707.0,5.867,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,10-2016
2016-11-01,216770.0,-12512.0,-5.457,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,11-2016
2016-12-01,220898.0,4128.0,1.904,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,12-2016
2017-01-01,223046.0,2148.0,0.972,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,01-2017
2017-02-01,217634.0,-5412.0,-2.426,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,02-2017
2017-03-01,225925.0,8291.0,3.81,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,03-2017
2017-04-01,226500.0,575.0,0.255,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,04-2017
2017-05-01,224671.0,-1829.0,-0.808,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,05-2017
2017-06-01,241249.0,16578.0,7.379,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,06-2017
2017-07-01,221781.0,-19468.0,-8.07,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,07-2017
2017-08-01,226087.0,4306.0,1.942,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,08-2017
2017-09-01,239375.0,13288.0,5.877,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,09-2017
2017-10-01,231603.0,-7772.0,-3.247,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,10-2017
2017-11-01,236004.0,4401.0,1.9,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,11-2017
2017-12-01,241358.0,5354.0,2.269,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,12-2017
2018-01-01,231783.0,-9575.0,-3.967,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,01-2018
2018-02-01,242175.0,10392.0,4.484,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,02-2018
2018-03-01,246424.0,4249.0,1.755,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,03-2018
2018-04-01,244315.0,-2109.0,-0.856,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,04-2018
2018-05-01,246483.0,2168.0,0.887,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,05-2018
2018-06-01,247803.0,1320.0,0.536,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,06-2018
2018-07-01,241933.0,-5870.0,-2.369,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,07-2018
2018-08-01,252267.0,10334.0,4.271,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,08-2018
2018-09-01,256401.0,4134.0,1.639,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,09-2018
2018-10-01,245516.0,-10885.0,-4.245,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,10-2018
2018-11-01,244910.0,-606.0,-0.247,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,11-2018
2018-12-01,250029.0,5119.0,2.09,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,12-2018
2019-01-01,250492.0,463.0,0.185,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,01-2019
2019-02-01,242267.0,-8225.0,-3.284,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,02-2019
2019-03-01,252004.0,9737.0,4.019,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,03-2019
2019-04-01,240268.0,-11736.0,-4.657,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,04-2019
2019-05-01,236720.0,-3548.0,-1.477,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,05-2019
2019-06-01,236884.0,164.0,0.069,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,06-2019
2019-07-01,242842.0,5958.0,2.515,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,07-2019
2019-08-01,244018.0,1176.0,0.484,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,08-2019
2019-09-01,241713.0,-2305.0,-0.945,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,09-2019
2019-10-01,241557.0,-156.0,-0.065,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,10-2019
2019-11-01,235237.0,-6320.0,-2.616,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,11-2019
2019-12-01,241852.0,6615.0,2.812,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,12-2019
2020-01-01,241417.0,-435.0,-0.18,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,01-2020
2020-02-01,246195.0,4778.0,1.979,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,02-2020
2020-03-01,205020.0,-41175.0,-16.725,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,03-2020
2020-04-01,168723.0,-36297.0,-17.704,DGORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Durable Goods,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:03:02-05,70,04-2020
