date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes,month_year
2003-06-01,49941.0,-908.0,-1.786,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",06-2003
2003-07-01,49408.0,-533.0,-1.067,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",07-2003
2003-08-01,50447.0,1039.0,2.103,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",08-2003
2003-09-01,51971.0,1524.0,3.021,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",09-2003
2003-10-01,51088.0,-883.0,-1.699,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",10-2003
2003-11-01,52318.0,1230.0,2.408,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",11-2003
2003-12-01,53325.0,1007.0,1.925,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",12-2003
2004-01-01,50190.0,-3135.0,-5.879,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",01-2004
2004-02-01,51210.0,1020.0,2.032,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",02-2004
2004-03-01,54995.0,3785.0,7.391,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",03-2004
2004-04-01,52065.0,-2930.0,-5.328,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",04-2004
2004-05-01,52405.0,340.0,0.653,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",05-2004
2004-06-01,53213.0,808.0,1.542,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",06-2004
2004-07-01,53699.0,486.0,0.913,NEWORDER,2020-06-18,2020-06-18,Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,1992-02-01,2020-04-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2020-06-03 09:02:02-05,64,"Effective May 21, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",07-2004
