date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes,month_year
2005-08-01,1274946.0,4579.0,0.36,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",08-2005
2005-09-01,1282479.0,7533.0,0.591,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",09-2005
2005-10-01,1291038.0,8559.0,0.667,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",10-2005
2005-11-01,1300841.0,9803.0,0.759,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",11-2005
2005-12-01,1314317.0,13476.0,1.036,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",12-2005
2006-01-01,1322945.0,8628.0,0.656,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",01-2006
2006-02-01,1327081.0,4136.0,0.313,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",02-2006
2006-03-01,1340143.0,13062.0,0.984,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",03-2006
2006-04-01,1348626.0,8483.0,0.633,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",04-2006
2006-05-01,1363396.0,14770.0,1.095,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",05-2006
2006-06-01,1375676.0,12280.0,0.901,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",06-2006
2006-07-01,1380716.0,5040.0,0.366,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",07-2006
2006-08-01,1391474.0,10758.0,0.779,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",08-2006
2006-09-01,1396584.0,5110.0,0.367,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",09-2006
2006-10-01,1401478.0,4894.0,0.35,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",10-2006
2006-11-01,1407567.0,6089.0,0.434,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",11-2006
2006-12-01,1408790.0,1223.0,0.087,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",12-2006
2007-01-01,1412746.0,3956.0,0.281,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",01-2007
2007-02-01,1419159.0,6413.0,0.454,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",02-2007
2007-03-01,1420908.0,1749.0,0.123,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",03-2007
2007-04-01,1428267.0,7359.0,0.518,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",04-2007
2007-05-01,1438393.0,10126.0,0.709,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",05-2007
2007-06-01,1445490.0,7097.0,0.493,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",06-2007
2007-07-01,1446655.0,1165.0,0.081,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",07-2007
2007-08-01,1452556.0,5901.0,0.408,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",08-2007
2007-09-01,1460799.0,8243.0,0.567,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",09-2007
2007-10-01,1466424.0,5625.0,0.385,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",10-2007
2007-11-01,1476563.0,10139.0,0.691,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",11-2007
2007-12-01,1487939.0,11376.0,0.77,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",12-2007
2008-01-01,1501621.0,13682.0,0.92,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",01-2008
2008-02-01,1507881.0,6260.0,0.417,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",02-2008
2008-03-01,1507013.0,-868.0,-0.058,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",03-2008
2008-04-01,1513936.0,6923.0,0.459,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",04-2008
2008-05-01,1517253.0,3317.0,0.219,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",05-2008
2008-06-01,1526009.0,8756.0,0.577,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",06-2008
2008-07-01,1536649.0,10640.0,0.697,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",07-2008
2008-08-01,1537602.0,953.0,0.062,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",08-2008
2008-09-01,1528271.0,-9331.0,-0.607,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",09-2008
2008-10-01,1514987.0,-13284.0,-0.869,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",10-2008
2008-11-01,1496483.0,-18504.0,-1.221,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",11-2008
2008-12-01,1466005.0,-30478.0,-2.037,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",12-2008
2009-01-01,1448031.0,-17974.0,-1.226,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",01-2009
2009-02-01,1426186.0,-21845.0,-1.509,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",02-2009
2009-03-01,1405422.0,-20764.0,-1.456,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",03-2009
2009-04-01,1387422.0,-18000.0,-1.281,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",04-2009
2009-05-01,1371061.0,-16361.0,-1.179,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",05-2009
2009-06-01,1353743.0,-17318.0,-1.263,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",06-2009
2009-07-01,1338867.0,-14876.0,-1.099,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",07-2009
2009-08-01,1320339.0,-18528.0,-1.384,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",08-2009
2009-09-01,1315329.0,-5010.0,-0.379,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",09-2009
2009-10-01,1323157.0,7828.0,0.595,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",10-2009
2009-11-01,1332443.0,9286.0,0.702,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",11-2009
2009-12-01,1331784.0,-659.0,-0.049,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",12-2009
2010-01-01,1332686.0,902.0,0.068,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",01-2010
2010-02-01,1340213.0,7527.0,0.565,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",02-2010
2010-03-01,1348255.0,8042.0,0.6,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",03-2010
2010-04-01,1353065.0,4810.0,0.357,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",04-2010
2010-05-01,1356333.0,3268.0,0.242,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",05-2010
2010-06-01,1367379.0,11046.0,0.814,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",06-2010
2010-07-01,1379150.0,11771.0,0.861,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",07-2010
2010-08-01,1390407.0,11257.0,0.816,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",08-2010
2010-09-01,1406819.0,16412.0,1.18,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",09-2010
2010-10-01,1421660.0,14841.0,1.055,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",10-2010
2010-11-01,1432712.0,11052.0,0.777,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",11-2010
2010-12-01,1449943.0,17231.0,1.203,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",12-2010
2011-01-01,1460561.0,10618.0,0.732,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",01-2011
2011-02-01,1468983.0,8422.0,0.577,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",02-2011
2011-03-01,1488737.0,19754.0,1.345,BUSINV,2020-06-18,2020-06-18,Total Business Inventories,1992-01-01,2020-04-01,"Monthly, End of Period",M,"Millions of Dollars, End of Period","Mil. of $, End of Period",Seasonally Adjusted,SA,2020-06-16 09:26:27-05,55,"Effective June 14, 2001, data were reconstructed to reflect the switch from the Standard Industrial Classification (SIC) system to the North American Industry Classification System (NAICS).",03-2011
